date,interest,value,Positive,Neutral,Negative
2020-01-15,0.06571428571428571,0.11065,0.0,0.0,1.0
2020-01-16,0.0642857142857143,0.11018666666666667,0.0,0.3333333333333333,0.6666666666666666
2020-01-17,0.06285714285714286,0.11184333333333332,,,
2020-01-18,0.06142857142857143,0.11576666666666667,0.6666666666666666,0.3333333333333333,0.0
2020-01-19,0.06,0.11408666666666667,,,
2020-01-20,0.06,0.11137999999999999,1.0,0.0,0.0
2020-01-21,0.06,0.11227666666666666,0.0,1.0,0.0
2020-01-22,0.06,0.11264333333333333,0.0,0.6666666666666666,0.3333333333333333
2020-01-23,0.06,0.11043666666666667,0.0,1.0,0.0
2020-01-24,0.06,0.10868000000000001,1.0,0.0,0.0
2020-01-25,0.06,0.10816333333333333,0.0,0.0,1.0
2020-01-26,0.06,0.10981,0.3333333333333333,0.6666666666666666,0.0
2020-01-27,0.0642857142857143,0.11300333333333333,1.0,0.0,0.0
2020-01-28,0.06857142857142856,0.11575333333333333,0.0,1.0,0.0
2020-01-29,0.07285714285714286,0.11716666666666667,0.5,0.5,0.0
2020-01-30,0.07714285714285714,0.11995,1.0,0.0,0.0
2020-01-31,0.08142857142857142,0.12163666666666666,1.0,0.0,0.0
2020-02-01,0.08571428571428572,0.12132000000000001,,,
2020-02-02,0.09,0.12407333333333334,1.0,0.0,0.0
2020-02-03,0.09571428571428571,0.12623647477469133,0.0,1.0,0.0
2020-02-04,0.10142857142857142,0.12538069645068028,1.0,0.0,0.0
2020-02-05,0.10714285714285714,0.13086947346862052,0.5,0.5,0.0
2020-02-06,0.11285714285714285,0.13891647085043365,0.8,0.0,0.2
2020-02-07,0.11857142857142858,0.14558644208354043,0.5,0.0,0.5
2020-02-08,0.12428571428571429,0.14823359835675445,0.5,0.25,0.25
2020-02-09,0.13,0.15131655731473137,0.5,0.5,0.0
2020-02-10,0.12714285714285714,0.14906107504117155,0.0,1.0,0.0
2020-02-11,0.12428571428571429,0.1492107253371187,0.0,1.0,0.0
2020-02-12,0.12142857142857143,0.1668569408328543,1.0,0.0,0.0
2020-02-13,0.11857142857142858,0.17867118059397077,1.0,0.0,0.0
2020-02-14,0.11571428571428571,0.18003021821007686,1.0,0.0,0.0
2020-02-15,0.11285714285714286,0.1859717417938969,0.5,0.25,0.25
2020-02-16,0.11,0.17663536146788297,,,
2020-02-17,0.1057142857142857,0.16857978061141748,1.0,0.0,0.0
2020-02-18,0.10142857142857142,0.1792952796461779,0.44444444444444436,0.3333333333333333,0.22222222222222218
2020-02-19,0.09714285714285716,0.1865573981240358,0.3333333333333333,0.6666666666666666,0.0
2020-02-20,0.09285714285714286,0.17291568671946933,0.5,0.5,0.0
2020-02-21,0.08857142857142858,0.1743015615038221,0.16666666666666666,0.6666666666666666,0.16666666666666666
2020-02-22,0.08428571428571428,0.1747604665914078,0.4,0.6,0.0
2020-02-23,0.08,0.17859973117556746,0.3333333333333333,0.6666666666666666,0.0
2020-02-24,0.08,0.17918743052168615,1.0,0.0,0.0
2020-02-25,0.08,0.1724780274223625,0.75,0.25,0.0
2020-02-26,0.08,0.15858711001794792,1.0,0.0,0.0
2020-02-27,0.08,0.15105403542091372,1.0,0.0,0.0
2020-02-28,0.08,0.15062510874421364,0.4,0.0,0.6
2020-02-29,0.08,0.15141426052698528,0.6666666666666666,0.3333333333333333,0.0
2020-03-01,0.08,0.14736346644794188,,,
2020-03-02,0.08285714285714287,0.1491610967366052,0.4,0.6,0.0
